Filter,MJD,Mag,Sigma,Code
i,853.76,17.4416108204,0.009,CSP9844
i,858.76,17.335324499,0.009,CSP9844
i,861.78,17.3690104574,0.008,CSP9844
i,862.74,17.3960529287,0.008,CSP9844
i,866.71,17.5079100813,0.01,CSP9844
i,867.76,17.5333657806,0.012,CSP9844
i,870.78,17.648349162,0.013,CSP9844
i,871.72,17.6599962974,0.01,CSP9844
i,872.75,17.6495843438,0.011,CSP9844
i,890.69,18.0482840717,0.016,CSP9844
i,891.71,18.0607691927,0.01,CSP9844
r,853.76,17.1618929375,0.008,CSP9844
r,858.76,16.9803777755,0.007,CSP9844
r,861.78,16.9782798617,0.005,CSP9844
r,862.74,16.992329555,0.007,CSP9844
r,866.71,17.0904509671,0.008,CSP9844
r,867.76,17.1298941413,0.009,CSP9844
r,870.78,17.2750876829,0.008,CSP9844
r,871.72,17.3304374478,0.007,CSP9844
r,872.75,17.3895833758,0.009,CSP9844
r,890.69,18.1020710393,0.021,CSP9844
r,891.71,18.2030895605,0.01,CSP9844
B,862.74,17.2737110412,0.008,CSP9844
B,866.71,17.5220221559,0.013,CSP9844
B,867.76,17.6111655366,0.016,CSP9844
B,870.78,17.8592376844,0.019,CSP9844
B,871.72,17.9781869296,0.016,CSP9844
B,872.75,18.067276418,0.015,CSP9844
B,890.69,19.3969519985,0.028,CSP9844
B,891.71,19.441186241,0.035,CSP9844
V,853.76,17.0686546377,0.01,CSP9844
V,858.76,16.8717733269,0.007,CSP9844
V,861.78,16.8803745511,0.007,CSP9844
V,862.74,16.8933527001,0.008,CSP9844
V,866.71,17.0224598205,0.009,CSP9844
V,867.76,17.0482861925,0.01,CSP9844
V,870.78,17.2268526644,0.011,CSP9844
V,871.72,17.2992802829,0.009,CSP9844
V,872.75,17.362116844,0.01,CSP9844
V,890.69,18.4642360561,0.046,CSP9844
V,891.71,18.4666584691,0.016,CSP9844
