Filter,MJD,Mag,Sigma,Code
i,1007.88,16.177456083,0.009,CSP9844
i,1008.87,16.2428229754,0.009,CSP9844
i,1013.82,16.4594082976,0.007,CSP9844
i,1017.87,16.3852545678,0.019,CSP9844
i,1018.86,16.4106483261,0.011,CSP9844
i,1020.88,16.4115150602,0.009,CSP9844
i,1025.84,16.5869750408,0.008,CSP9844
i,1029.84,16.9799780206,0.009,CSP9844
i,1038.85,17.527502258,0.01,CSP9844
i,1040.8,17.4246606841,0.015,CSP9844
i,1042.8,17.7077293187,0.014,CSP9844
i,1049.82,18.0084029541,0.013,CSP9844
i,1068.8,18.7365785248,0.017,CSP9844
i,1076.74,18.948,0.027,CSP9844
i,1085.7,19.208,0.024,CSP9844
i,1091.78,19.445,0.033,CSP9844
i,1096.69,19.517,0.029,CSP9844
i,1099.68,19.642,0.043,CSP9844
i,1104.75,19.745,0.073,CSP9844
i,1108.72,19.853,0.042,CSP9844
i,1119.66,20.05,0.056,CSP9844
i,1121.66,20.199,0.063,CSP9844
i,1125.62,20.199,0.052,CSP9844
i,1131.68,20.369,0.073,CSP9844
i,1133.63,20.271,0.101,CSP9844
i,1136.66,20.473,0.086,CSP9844
i,1143.59,20.537,0.063,CSP9844
r,1007.88,15.6085996306,0.008,CSP9844
r,1008.87,15.6744863078,0.008,CSP9844
r,1013.82,15.9866987748,0.004,CSP9844
r,1017.87,16.1344093017,0.011,CSP9844
r,1018.86,16.1810548432,0.009,CSP9844
r,1020.88,16.2702137752,0.008,CSP9844
r,1025.84,16.6262636724,0.005,CSP9844
r,1029.84,16.9978779024,0.008,CSP9844
r,1038.85,17.5032458117,0.009,CSP9844
r,1040.8,17.5796297784,0.011,CSP9844
r,1042.8,17.6627791429,0.01,CSP9844
r,1049.82,17.9334422492,0.01,CSP9844
r,1068.8,18.4619753201,0.016,CSP9844
r,1076.74,18.808,0.018,CSP9844
r,1085.7,19.174,0.019,CSP9844
r,1091.78,19.407,0.023,CSP9844
r,1096.69,19.576,0.018,CSP9844
r,1099.68,19.666,0.033,CSP9844
r,1104.75,19.789,0.067,CSP9844
r,1108.72,19.974,0.039,CSP9844
r,1119.66,20.351,0.04,CSP9844
r,1121.66,20.343,0.035,CSP9844
r,1125.62,20.471,0.048,CSP9844
r,1131.68,20.478,0.083,CSP9844
r,1133.63,20.568,0.111,CSP9844
r,1136.66,20.652,0.081,CSP9844
r,1143.59,20.966,0.071,CSP9844
B,1007.88,15.8891886144,0.007,CSP9844
B,1008.87,15.9801430741,0.007,CSP9844
B,1013.82,16.6252748685,0.007,CSP9844
B,1014.85,16.7703849274,0.008,CSP9844
B,1017.87,17.204493111,0.011,CSP9844
B,1018.86,17.3329107879,0.01,CSP9844
B,1020.88,17.5663851256,0.009,CSP9844
B,1025.84,18.0063271306,0.009,CSP9844
B,1029.84,18.2659397046,0.012,CSP9844
B,1038.85,18.6422933752,0.013,CSP9844
B,1040.8,18.6867390276,0.015,CSP9844
B,1042.8,18.7230850166,0.018,CSP9844
B,1049.82,18.8791048693,0.018,CSP9844
B,1068.8,19.2446730951,0.018,CSP9844
B,1076.74,19.43,0.047,CSP9844
B,1085.7,19.583,0.023,CSP9844
B,1091.78,19.656,0.025,CSP9844
B,1096.69,19.756,0.028,CSP9844
B,1099.68,19.776,0.054,CSP9844
B,1104.75,19.817,0.097,CSP9844
B,1108.72,19.924,0.033,CSP9844
B,1119.66,20.155,0.023,CSP9844
B,1121.66,20.219,0.027,CSP9844
B,1125.62,20.323,0.029,CSP9844
B,1131.68,20.307,0.063,CSP9844
B,1133.63,20.472,0.138,CSP9844
B,1136.66,20.394,0.065,CSP9844
B,1143.59,20.667,0.033,CSP9844
V,1007.88,15.5117951233,0.006,CSP9844
V,1008.87,15.5631646145,0.009,CSP9844
V,1013.82,15.9318733063,0.005,CSP9844
V,1014.85,16.0087170525,0.009,CSP9844
V,1017.87,16.2752152896,0.011,CSP9844
V,1018.86,16.3494530689,0.008,CSP9844
V,1020.88,16.5201518521,0.009,CSP9844
V,1025.84,16.9392514551,0.008,CSP9844
V,1029.84,17.2520564702,0.009,CSP9844
V,1038.85,17.6377164319,0.01,CSP9844
V,1042.8,17.7959777557,0.012,CSP9844
V,1049.82,17.9825413592,0.015,CSP9844
V,1068.8,18.5069024016,0.016,CSP9844
V,1076.74,18.737,0.024,CSP9844
V,1085.7,18.974,0.019,CSP9844
V,1091.78,19.104,0.022,CSP9844
V,1096.69,19.242,0.022,CSP9844
V,1099.68,19.373,0.067,CSP9844
V,1104.75,19.404,0.077,CSP9844
V,1108.72,19.547,0.034,CSP9844
V,1119.66,19.771,0.032,CSP9844
V,1121.66,19.839,0.035,CSP9844
V,1125.62,19.963,0.042,CSP9844
V,1133.63,20.102,0.12,CSP9844
V,1136.66,19.939,0.061,CSP9844
V,1143.59,20.241,0.044,CSP9844
