Filter,MJD,Mag,Sigma,Code
i,1385.72,20.3126241068,0.067,CSP9844
i,1392.68,19.6763075452,0.02,CSP9844
i,1394.69,19.6330336206,0.024,CSP9844
i,1395.66,19.6449483661,0.027,CSP9844
i,1400.73,19.8203328931,0.045,CSP9844
i,1403.65,19.9611515823,0.027,CSP9844
i,1409.74,20.1896518333,0.03,CSP9844
i,1418.69,20.8123562246,0.082,CSP9844
r,1385.72,20.0872444727,0.038,CSP9844
r,1392.68,19.3092879263,0.015,CSP9844
r,1394.69,19.2451899495,0.017,CSP9844
r,1395.66,19.1489945266,0.019,CSP9844
r,1400.73,19.4835657852,0.052,CSP9844
r,1403.65,19.746236537,0.019,CSP9844
r,1407.77,19.9317058028,0.04,CSP9844
r,1409.74,20.1933445707,0.023,CSP9844
r,1418.69,20.8305455364,0.054,CSP9844
B,1385.72,20.4741744436,0.051,CSP9844
B,1392.68,20.0636746069,0.024,CSP9844
B,1394.69,20.0716999936,0.037,CSP9844
B,1395.66,20.1549193332,0.056,CSP9844
B,1403.65,21.3103299179,0.067,CSP9844
B,1409.74,22.0020016838,0.121,CSP9844
V,1385.72,20.1354624483,0.036,CSP9844
V,1392.68,19.2837496917,0.017,CSP9844
V,1394.69,19.2404372944,0.02,CSP9844
V,1395.66,19.2073058998,0.032,CSP9844
V,1400.73,19.5481533035,0.078,CSP9844
V,1403.65,19.8687748202,0.025,CSP9844
V,1409.74,20.4920576832,0.044,CSP9844
V,1418.69,21.1663192036,0.093,CSP9844
