Filter,MJD,Mag,Sigma,Code
i,1224.67,14.3298035797,0.007,CSP9844
i,1227.65,14.4238543063,0.005,CSP9844
i,1229.58,14.4723928935,0.005,CSP9844
i,1231.66,14.6017384914,0.007,CSP9844
i,1235.59,14.8574570378,0.009,CSP9844
i,1239.61,14.8778251694,0.007,CSP9844
i,1241.56,14.8322648399,0.006,CSP9844
i,1249.56,14.7621575297,0.004,CSP9844
i,1255.57,15.0463143298,0.004,CSP9844
i,1259.56,15.3471641763,0.007,CSP9844
r,1229.58,14.0073718332,0.004,CSP9844
r,1231.66,14.1109961535,0.006,CSP9844
r,1239.61,14.5699503823,0.005,CSP9844
r,1241.56,14.6281272795,0.006,CSP9844
r,1249.56,14.8460664477,0.004,CSP9844
r,1255.57,15.2476116153,0.004,CSP9844
r,1259.56,15.5149972154,0.008,CSP9844
B,1224.67,14.5526805592,0.004,CSP9844
B,1227.65,14.6164737024,0.003,CSP9844
B,1229.58,14.7033687834,0.003,CSP9844
B,1231.66,14.8467629761,0.004,CSP9844
B,1235.59,15.2166645711,0.005,CSP9844
B,1239.61,15.6943494809,0.004,CSP9844
B,1241.56,15.9390253234,0.005,CSP9844
B,1249.56,16.7775365439,0.014,CSP9844
B,1255.57,17.1993150375,0.01,CSP9844
B,1259.56,17.3913219506,0.01,CSP9844
V,1224.67,14.1267439808,0.004,CSP9844
V,1227.65,14.1147625128,0.003,CSP9844
V,1229.58,14.1454047055,0.004,CSP9844
V,1231.66,14.2185085778,0.005,CSP9844
V,1235.59,14.4239118597,0.008,CSP9844
V,1239.61,14.7156158732,0.004,CSP9844
V,1241.56,14.8553144672,0.006,CSP9844
V,1249.56,15.3070434239,0.005,CSP9844
V,1255.57,15.7276197357,0.005,CSP9844
V,1259.56,15.9632334281,0.006,CSP9844
