Filter,MJD,Mag,Sigma,Code
V,699.56,17.6530405225,0.017,CSP3014
V,702.57,17.617333503,0.013,CSP3014
V,707.57,17.7693503154,0.018,CSP3014
V,712.55,18.0922550135,0.023,CSP3014
V,716.56,18.185250133,0.032,CSP3014
V,729.56,18.9044132706,0.054,CSP3014
i,699.56,18.1814324411,0.025,CSP9844
i,702.57,18.3713144205,0.025,CSP9844
i,707.57,18.5494333872,0.024,CSP9844
i,712.55,19.0126357934,0.046,CSP9844
i,716.56,18.9391189898,0.049,CSP9844
i,729.56,18.8559449857,0.043,CSP9844
i,739.53,19.3908970394,0.105,CSP9844
r,699.56,17.6457052909,0.016,CSP9844
r,702.57,17.5833028301,0.014,CSP9844
r,707.57,17.8343595054,0.014,CSP9844
r,712.55,18.1585993339,0.02,CSP9844
r,716.56,18.3350562299,0.023,CSP9844
r,729.56,18.7297280035,0.039,CSP9844
r,739.53,19.1920457187,0.08,CSP9844
B,699.56,17.7720475649,0.016,CSP9844
B,702.57,17.8565645065,0.019,CSP9844
B,707.57,18.1310978571,0.014,CSP9844
B,712.55,18.5804943327,0.023,CSP9844
B,716.56,18.9685909191,0.054,CSP9844
