Filter,MJD,Mag,Sigma,Code
i,1170.77,16.821829467,0.009,CSP9844
i,1174.6,16.6976805175,0.009,CSP9844
i,1179.57,16.8171449363,0.012,CSP9844
i,1181.72,16.9811609981,0.01,CSP9844
i,1190.65,17.7787989507,0.016,CSP9844
i,1194.6,18.072963287,0.016,CSP9844
i,1197.62,18.2560295418,0.016,CSP9844
i,1202.71,18.5049197997,0.019,CSP9844
i,1207.68,18.753184645,0.07,CSP9844
i,1213.56,18.959,0.028,CSP9844
i,1218.57,19.157,0.036,CSP9844
i,1235.52,19.673,0.043,CSP9844
i,1239.55,19.802,0.044,CSP9844
i,1241.5,19.855,0.051,CSP9844
r,1170.77,16.6826731073,0.009,CSP9844
r,1174.6,16.5825130658,0.008,CSP9844
r,1179.57,16.8711289959,0.012,CSP9844
r,1181.72,17.0912207721,0.011,CSP9844
r,1190.65,18.0005544196,0.016,CSP9844
r,1194.6,18.2086732614,0.014,CSP9844
r,1197.62,18.40587516,0.014,CSP9844
r,1202.71,18.7001044745,0.015,CSP9844
r,1207.68,19.0012116346,0.024,CSP9844
r,1213.56,19.2,0.025,CSP9844
r,1218.57,19.349,0.046,CSP9844
r,1224.63,19.643,0.084,CSP9844
r,1235.52,20.3,0.046,CSP9844
r,1239.55,20.463,0.056,CSP9844
r,1241.5,20.577,0.047,CSP9844
r,1246.58,20.942,0.194,CSP9844
B,1170.77,17.4817377412,0.01,CSP9844
B,1174.6,17.7785828171,0.01,CSP9844
B,1179.57,18.608534873,0.016,CSP9844
B,1181.72,18.941771384,0.019,CSP9844
B,1190.65,19.5017409506,0.066,CSP9844
B,1194.6,19.6535596732,0.062,CSP9844
B,1197.62,19.8304507953,0.048,CSP9844
B,1202.71,19.9872115206,0.038,CSP9844
B,1207.68,20.0447902806,0.046,CSP9844
B,1213.56,20.328,0.06,CSP9844
B,1218.57,20.524,0.15,CSP9844
B,1235.52,20.825,0.055,CSP9844
B,1239.55,20.839,0.071,CSP9844
B,1241.5,20.888,0.08,CSP9844
V,1170.77,16.7918095621,0.008,CSP9844
V,1174.6,16.7663416584,0.008,CSP9844
V,1179.57,17.2879995525,0.011,CSP9844
V,1181.72,17.5753525958,0.011,CSP9844
V,1190.65,18.3116354242,0.025,CSP9844
V,1194.6,18.5251026847,0.027,CSP9844
V,1197.62,18.6620575851,0.019,CSP9844
V,1202.71,18.9143398577,0.021,CSP9844
V,1207.68,19.0275220912,0.058,CSP9844
V,1213.56,19.331,0.03,CSP9844
V,1218.57,19.476,0.052,CSP9844
V,1235.52,20.012,0.033,CSP9844
V,1239.55,20.167,0.044,CSP9844
V,1241.5,20.19,0.051,CSP9844
V,1246.58,20.256,0.098,CSP9844
