Filter,MJD,Mag,Sigma,Code
V,255.69,17.8424811924,0.006,CSP3014
V,256.65,17.6199039596,0.007,CSP3014
V,257.66,17.4608461143,0.007,CSP3014
V,258.63,17.3209991248,0.006,CSP3014
V,259.63,17.2053876364,0.005,CSP3014
V,260.66,17.1034506754,0.006,CSP3014
V,261.6,17.0194329879,0.006,CSP3014
V,262.57,16.9809401416,0.005,CSP3014
V,263.6,16.9360528124,0.007,CSP3014
V,264.6,16.9028021328,0.007,CSP3014
V,265.65,16.8904192192,0.005,CSP3014
V,266.63,16.8935234063,0.005,CSP3014
V,267.62,16.9067737355,0.007,CSP3014
V,268.64,16.9271248459,0.005,CSP3014
V,270.59,16.9851751311,0.005,CSP3014
V,271.6,17.0318014762,0.006,CSP3014
V,272.65,17.0891224117,0.006,CSP3014
V,273.69,17.1503382967,0.007,CSP3014
V,274.64,17.2207391272,0.008,CSP3014
V,275.68,17.2708721162,0.012,CSP3014
V,276.65,17.3610194196,0.014,CSP3014
V,277.6,17.4261789359,0.012,CSP3014
V,278.61,17.4956797125,0.011,CSP3014
V,279.62,17.5542414646,0.009,CSP3014
V,280.61,17.6303655401,0.008,CSP3014
V,281.61,17.6982583575,0.008,CSP3014
V,287.62,18.0366845813,0.008,CSP3014
V,289.63,18.2199799674,0.009,CSP3014
V,290.61,18.2968294369,0.01,CSP3014
V,291.6,18.3953615134,0.01,CSP3014
V,292.6,18.471984494,0.011,CSP3014
V,294.61,18.6071326374,0.01,CSP3014
V,295.64,18.6940841838,0.01,CSP3014
V,300.6,18.8794817552,0.016,CSP3014
V,301.59,18.9611432686,0.025,CSP3014
V,302.61,18.9320094277,0.027,CSP3014
V,303.6,19.0297290595,0.035,CSP3014
V,305.61,19.0426777703,0.027,CSP3014
V,308.61,19.1352167957,0.028,CSP3014
V,309.61,19.1344842483,0.027,CSP3014
V,310.6,19.1968610926,0.017,CSP3014
V,311.61,19.228256628,0.014,CSP3014
V,321.59,19.5292550958,0.02,CSP3014
V,329.57,19.7189758837,0.037,CSP3014
i,255.69,18.1072248391,0.009,CSP9844
i,256.65,17.8516926331,0.009,CSP9844
i,257.66,17.6761522608,0.007,CSP9844
i,258.63,17.5300675869,0.008,CSP9844
i,259.63,17.4496643232,0.007,CSP9844
i,260.66,17.4153157516,0.007,CSP9844
i,261.6,17.4046672342,0.009,CSP9844
i,262.57,17.4281793871,0.008,CSP9844
i,263.6,17.4462691847,0.011,CSP9844
i,264.6,17.4753219052,0.008,CSP9844
i,265.65,17.4698953862,0.008,CSP9844
i,266.63,17.4856401932,0.007,CSP9844
i,267.62,17.5034188638,0.011,CSP9844
i,268.64,17.5583120279,0.01,CSP9844
i,271.6,17.8375679317,0.01,CSP9844
i,272.65,17.9892169513,0.012,CSP9844
i,273.69,18.0644612919,0.013,CSP9844
i,274.64,18.1219205344,0.016,CSP9844
i,275.68,18.1475518795,0.019,CSP9844
i,276.65,18.1617334515,0.02,CSP9844
i,277.6,18.1571655148,0.027,CSP9844
i,278.61,18.1084054505,0.017,CSP9844
i,279.62,18.0614503425,0.015,CSP9844
i,280.61,18.0353896459,0.012,CSP9844
i,281.61,17.9847752697,0.011,CSP9844
i,282.58,17.9670403627,0.011,CSP9844
i,287.62,17.8929495494,0.008,CSP9844
i,289.63,17.9537223524,0.008,CSP9844
i,290.61,18.0422803004,0.008,CSP9844
i,291.6,18.1406101012,0.01,CSP9844
i,292.6,18.2250094045,0.01,CSP9844
i,294.61,18.4201006325,0.011,CSP9844
i,295.64,18.4870494357,0.011,CSP9844
i,298.58,18.6571922124,0.011,CSP9844
i,300.6,18.7614828124,0.013,CSP9844
i,301.59,18.8079685407,0.016,CSP9844
i,302.61,18.9047060486,0.016,CSP9844
i,303.6,18.8896354463,0.022,CSP9844
i,305.61,18.9643988398,0.023,CSP9844
i,307.63,19.1416685959,0.035,CSP9844
i,308.61,19.1493148543,0.025,CSP9844
i,309.61,19.2316406917,0.019,CSP9844
i,310.6,19.2242437805,0.02,CSP9844
i,311.61,19.2543617993,0.017,CSP9844
i,312.56,19.257134072,0.028,CSP9844
i,321.59,19.6493035339,0.025,CSP9844
i,329.57,19.967243719,0.038,CSP9844
r,255.69,17.8396213243,0.005,CSP9844
r,256.65,17.6234009701,0.007,CSP9844
r,257.66,17.4328083546,0.005,CSP9844
r,258.63,17.2841622532,0.005,CSP9844
r,259.63,17.1552442106,0.005,CSP9844
r,260.66,17.0596331485,0.005,CSP9844
r,261.6,17.000932058,0.007,CSP9844
r,262.57,16.9555271701,0.005,CSP9844
r,263.6,16.9223398681,0.009,CSP9844
r,264.6,16.880455002,0.006,CSP9844
r,265.65,16.8659751659,0.006,CSP9844
r,266.63,16.8652007846,0.005,CSP9844
r,267.62,16.8844716041,0.007,CSP9844
r,268.64,16.9029954048,0.007,CSP9844
r,271.6,17.1063042995,0.006,CSP9844
r,272.65,17.1911325389,0.007,CSP9844
r,273.69,17.2674905663,0.008,CSP9844
r,274.64,17.3373811698,0.008,CSP9844
