Filter,MJD,Mag,Sigma,Code
i,1190.83,18.3289138443,0.038,CSP9844
i,1194.84,17.8281056808,0.024,CSP9844
i,1197.85,17.7904733612,0.024,CSP9844
i,1200.85,17.8237163993,0.027,CSP9844
i,1202.88,17.9406966007,0.031,CSP9844
i,1203.85,18.0915787864,0.033,CSP9844
i,1207.79,18.1539626297,0.038,CSP9844
i,1211.81,18.205538154,0.033,CSP9844
i,1213.77,18.1821366527,0.038,CSP9844
i,1218.85,18.3612380071,0.042,CSP9844
i,1224.74,18.8294027165,0.046,CSP9844
i,1243.74,20.073,0.074,CSP9844
r,1190.83,18.2355908282,0.026,CSP9844
r,1194.84,17.6830041962,0.018,CSP9844
r,1197.85,17.5180990112,0.014,CSP9844
r,1200.85,17.4255722636,0.015,CSP9844
r,1202.88,17.4930262905,0.019,CSP9844
r,1203.85,17.5351910597,0.026,CSP9844
r,1207.79,17.8085631912,0.028,CSP9844
r,1211.81,18.0441957827,0.027,CSP9844
r,1213.77,18.1268950298,0.032,CSP9844
r,1218.85,18.4930114192,0.035,CSP9844
r,1224.74,19.0497417118,0.047,CSP9844
r,1227.79,19.0906160335,0.049,CSP9844
r,1229.79,19.187524793,0.053,CSP9844
B,1190.83,18.6259725736,0.024,CSP9844
B,1194.84,17.9519754146,0.017,CSP9844
B,1197.85,17.9117950831,0.016,CSP9844
B,1200.85,18.0827913577,0.016,CSP9844
B,1202.88,18.2966884157,0.015,CSP9844
B,1203.85,18.4427563097,0.014,CSP9844
B,1207.79,19.0371538955,0.017,CSP9844
B,1211.81,19.6008308762,0.047,CSP9844
B,1213.77,19.8144919215,0.03,CSP9844
B,1218.85,20.1886202788,0.061,CSP9844
B,1227.79,20.5257350608,0.11,CSP9844
B,1229.79,20.6100359767,0.106,CSP9844
B,1232.73,20.7919113713,0.069,CSP9844
B,1235.71,20.8482163994,0.055,CSP9844
B,1243.74,21.135,0.092,CSP9844
B,1246.7,21.066,0.151,CSP9844
V,1190.83,18.4046306829,0.018,CSP9844
V,1194.84,17.7538170442,0.014,CSP9844
V,1197.85,17.5592834947,0.011,CSP9844
V,1200.85,17.5075089467,0.011,CSP9844
V,1202.88,17.5551255171,0.009,CSP9844
V,1203.85,17.5858482209,0.009,CSP9844
V,1207.79,17.9623593258,0.01,CSP9844
V,1211.81,18.4018273276,0.015,CSP9844
V,1213.77,18.5916282864,0.013,CSP9844
V,1218.85,19.0550697565,0.029,CSP9844
V,1224.74,19.3362006163,0.083,CSP9844
V,1227.79,19.5978746548,0.05,CSP9844
V,1229.79,19.6105587296,0.045,CSP9844
V,1232.73,19.6963232681,0.036,CSP9844
V,1243.74,20.234,0.047,CSP9844
V,1246.7,20.491,0.089,CSP9844
V,1255.61,20.541,0.13,CSP9844
