Filter,MJD,Mag,Sigma,Code
i,1848.58,17.5066121271,0.012,CSP9844
i,1855.58,17.695703779,0.013,CSP9844
i,1856.57,17.7385046274,0.012,CSP9844
i,1866.56,18.3853061654,0.019,CSP9844
i,1867.58,18.446501008,0.022,CSP9844
r,1848.58,17.4221580746,0.01,CSP9844
r,1855.58,17.3396380513,0.008,CSP9844
r,1856.57,17.3710942647,0.009,CSP9844
r,1866.56,17.9522600695,0.012,CSP9844
r,1867.58,17.9993707533,0.013,CSP9844
B,1848.58,18.3939449655,0.015,CSP9844
B,1855.58,18.3570124871,0.015,CSP9844
B,1856.57,18.4285499516,0.014,CSP9844
B,1866.56,19.0380238715,0.035,CSP9844
B,1867.58,19.1075179117,0.047,CSP9844
V,1848.58,17.7070124723,0.013,CSP9844
V,1855.58,17.6392808716,0.009,CSP9844
V,1856.57,17.6619695642,0.014,CSP9844
V,1866.56,18.100161528,0.016,CSP9844
V,1867.58,18.2049308399,0.022,CSP9844
