Filter,MJD,Mag,Sigma,Code
i,2155.62,16.6530290898,0.012,CSP9844
i,2156.64,16.3934749222,0.011,CSP9844
i,2157.6,16.2305966875,0.012,CSP9844
i,2164.65,15.926926832,0.01,CSP9844
i,2165.56,15.9354002449,0.011,CSP9844
i,2166.6,15.9744106909,0.013,CSP9844
i,2167.63,15.9877037265,0.014,CSP9844
i,2168.61,16.0175747662,0.01,CSP9844
i,2169.58,16.059390777,0.013,CSP9844
r,2155.62,16.3196198125,0.01,CSP9844
r,2156.64,16.0778868843,0.009,CSP9844
r,2157.6,15.9005814081,0.012,CSP9844
r,2164.65,15.3456783887,0.008,CSP9844
r,2165.56,15.3133911223,0.01,CSP9844
r,2166.6,15.3059283393,0.012,CSP9844
r,2167.63,15.3116663646,0.014,CSP9844
r,2168.61,15.3316967795,0.011,CSP9844
r,2169.58,15.3230770705,0.012,CSP9844
B,2155.62,16.3969222936,0.008,CSP9844
B,2156.64,16.1283171975,0.009,CSP9844
B,2157.6,15.9504478533,0.006,CSP9844
B,2164.65,15.4333417978,0.005,CSP9844
B,2165.56,15.4359229371,0.008,CSP9844
B,2166.6,15.4258119106,0.007,CSP9844
B,2167.63,15.4321576331,0.007,CSP9844
B,2168.61,15.4602626356,0.011,CSP9844
B,2169.58,15.492108422,0.008,CSP9844
V,2155.62,16.2919079275,0.011,CSP9844
V,2156.64,16.0679568682,0.008,CSP9844
V,2157.6,15.9024365998,0.006,CSP9844
V,2164.65,15.318729936,0.007,CSP9844
V,2165.56,15.299527027,0.008,CSP9844
V,2166.6,15.2678356895,0.008,CSP9844
V,2167.63,15.2720661304,0.009,CSP9844
V,2168.61,15.2473708729,0.011,CSP9844
V,2169.58,15.2874506509,0.009,CSP9844
