Filter,MJD,Mag,Sigma,Code
i,1060.65,18.8072847358,0.019,CSP9844
i,1065.58,18.8523242001,0.019,CSP9844
i,1073.61,19.4313283838,0.036,CSP9844
i,1075.62,19.5451291941,0.033,CSP9844
i,1079.65,19.3511695015,0.031,CSP9844
i,1084.56,19.2729713719,0.039,CSP9844
i,1087.56,19.4295546195,0.026,CSP9844
i,1092.59,19.8075195244,0.04,CSP9844
i,1100.56,20.286480873,0.126,CSP9844
i,1104.56,20.4453018815,0.076,CSP9844
i,1108.57,20.7234077317,0.067,CSP9844
i,1112.58,20.7056631336,0.079,CSP9844
r,1060.65,18.4577594748,0.014,CSP9844
r,1065.58,18.3240523763,0.011,CSP9844
r,1073.61,18.7469806616,0.023,CSP9844
r,1075.62,18.8990275772,0.021,CSP9844
r,1079.65,18.9926384841,0.016,CSP9844
r,1084.56,19.1856061818,0.024,CSP9844
r,1087.56,19.4046283474,0.022,CSP9844
r,1092.59,19.8421946308,0.03,CSP9844
r,1100.56,20.1256319455,0.095,CSP9844
r,1104.56,20.4544739071,0.06,CSP9844
r,1108.57,20.5129555128,0.03,CSP9844
r,1112.58,20.6513209985,0.042,CSP9844
r,1121.57,20.7238289052,0.063,CSP9844
B,1060.65,18.4448179529,0.012,CSP9844
B,1065.58,18.4035251778,0.014,CSP9844
B,1073.61,19.0580065354,0.049,CSP9844
B,1075.62,19.3874958728,0.045,CSP9844
B,1079.65,19.8729690575,0.036,CSP9844
V,1060.65,18.39027255,0.016,CSP9844
V,1065.58,18.2655110594,0.013,CSP9844
V,1073.61,18.6296941742,0.029,CSP9844
V,1075.62,18.7368350388,0.029,CSP9844
V,1079.65,19.0323313178,0.024,CSP9844
V,1084.56,19.475036583,0.041,CSP9844
V,1092.59,20.1905416672,0.049,CSP9844
V,1104.56,20.5858674961,0.12,CSP9844
V,1112.58,20.7498043464,0.067,CSP9844
V,1121.57,21.011817223,0.118,CSP9844
