Filter,MJD,Mag,Sigma,Code
i,1357.77,18.1423377561,0.01,CSP9844
i,1359.74,18.1768304529,0.013,CSP9844
i,1362.75,18.2447903096,0.012,CSP9844
i,1364.69,18.2617613811,0.012,CSP9844
i,1368.73,18.2114321268,0.027,CSP9844
i,1376.65,18.4159972284,0.011,CSP9844
i,1380.69,18.487313593,0.012,CSP9844
i,1392.73,18.8377208073,0.02,CSP9844
i,1395.72,18.9511414985,0.029,CSP9844
i,1403.71,19.2335521206,0.033,CSP9844
i,1409.66,19.5629751166,0.027,CSP9844
i,1421.64,19.75,0.037,CSP9844
i,1428.62,19.804,0.1,CSP9844
i,1435.59,20.12,0.055,CSP9844
i,1443.6,20.396,0.05,CSP9844
r,1357.77,17.7342484041,0.006,CSP9844
r,1359.74,17.7537336567,0.008,CSP9844
r,1362.75,17.7798724004,0.007,CSP9844
r,1363.74,17.7953612431,0.007,CSP9844
r,1364.69,17.8233577772,0.008,CSP9844
r,1368.73,17.9049406313,0.029,CSP9844
r,1376.65,18.2273528384,0.007,CSP9844
r,1380.69,18.3961618689,0.011,CSP9844
r,1392.73,18.8666524383,0.013,CSP9844
r,1395.72,18.9887476367,0.027,CSP9844
r,1403.71,19.2730575198,0.027,CSP9844
r,1409.66,19.4372763672,0.018,CSP9844
r,1421.64,19.595,0.026,CSP9844
r,1428.62,19.531,0.069,CSP9844
r,1435.59,19.91,0.023,CSP9844
r,1443.6,20.079,0.021,CSP9844
B,1357.77,17.8968339501,0.012,CSP9844
B,1359.74,18.0579431723,0.016,CSP9844
B,1362.75,18.3588424795,0.015,CSP9844
B,1363.74,18.4243071955,0.016,CSP9844
B,1364.69,18.4670324415,0.025,CSP9844
B,1366.75,18.6820969712,0.075,CSP9844
B,1368.73,18.82431747,0.1,CSP9844
B,1376.65,19.5657368468,0.033,CSP9844
B,1380.69,19.858214846,0.028,CSP9844
B,1392.73,20.1992406471,0.058,CSP9844
B,1403.71,20.4822356575,0.118,CSP9844
B,1409.66,20.4762046945,0.051,CSP9844
B,1421.64,20.691,0.067,CSP9844
B,1435.59,21.03,0.063,CSP9844
B,1443.6,21.112,0.045,CSP9844
V,1357.77,17.6210631954,0.009,CSP9844
V,1359.74,17.6870999537,0.011,CSP9844
V,1362.75,17.7843522659,0.01,CSP9844
V,1363.74,17.8319662516,0.009,CSP9844
V,1364.69,17.8697720057,0.014,CSP9844
V,1366.75,17.977907138,0.029,CSP9844
V,1368.73,18.0380545914,0.037,CSP9844
V,1376.65,18.5326205954,0.013,CSP9844
V,1380.69,18.6750078552,0.016,CSP9844
V,1392.73,19.1106741132,0.021,CSP9844
V,1395.72,19.1414905509,0.048,CSP9844
V,1403.71,19.5168737411,0.042,CSP9844
V,1409.66,19.5899876076,0.027,CSP9844
V,1421.64,19.824,0.038,CSP9844
V,1428.62,19.91,0.153,CSP9844
V,1435.59,20.108,0.032,CSP9844
V,1443.6,20.238,0.028,CSP9844
