Filter,MJD,Mag,Sigma,Code
i,1065.68,18.3920879817,0.017,CSP9844
i,1066.72,18.3749937757,0.016,CSP9844
i,1069.58,18.3733163647,0.017,CSP9844
i,1071.64,18.4896457657,0.02,CSP9844
i,1073.69,18.5248485181,0.021,CSP9844
i,1075.67,18.6356703038,0.022,CSP9844
i,1079.69,18.7289887643,0.021,CSP9844
i,1084.59,18.6618794663,0.022,CSP9844
i,1091.65,18.7616875524,0.023,CSP9844
i,1096.54,18.8720855943,0.025,CSP9844
i,1099.58,19.0712467174,0.031,CSP9844
i,1106.59,19.3007619547,0.033,CSP9844
i,1112.66,19.5326566454,0.049,CSP9844
i,1119.57,19.808678009,0.031,CSP9844
i,1123.58,19.783801315,0.036,CSP9844
i,1127.61,20.0534915136,0.053,CSP9844
r,1065.68,17.9747085912,0.013,CSP9844
r,1066.72,17.9353900584,0.013,CSP9844
r,1069.58,17.9290578475,0.014,CSP9844
r,1071.64,18.022869694,0.014,CSP9844
r,1073.69,18.1047443383,0.014,CSP9844
r,1075.67,18.1701503081,0.015,CSP9844
r,1079.69,18.3909296674,0.013,CSP9844
r,1084.59,18.5372192917,0.016,CSP9844
r,1091.65,18.7163047877,0.019,CSP9844
r,1096.54,18.8821298051,0.021,CSP9844
r,1099.58,19.046889177,0.029,CSP9844
r,1106.59,19.3317702185,0.028,CSP9844
r,1112.66,19.5007579778,0.03,CSP9844
r,1119.57,19.6807826059,0.025,CSP9844
r,1123.58,19.7732278856,0.025,CSP9844
r,1127.61,19.8603018781,0.032,CSP9844
r,1131.63,19.9021658198,0.056,CSP9844
B,1065.68,18.1139822469,0.017,CSP9844
B,1066.72,18.1447252517,0.012,CSP9844
B,1069.58,18.2403267321,0.018,CSP9844
B,1071.64,18.3994790234,0.019,CSP9844
B,1073.69,18.5243177936,0.029,CSP9844
B,1079.69,19.0112821833,0.025,CSP9844
B,1084.59,19.4200813194,0.028,CSP9844
B,1091.65,19.9572035247,0.049,CSP9844
B,1096.54,20.1878208618,0.076,CSP9844
B,1099.58,20.4675335063,0.141,CSP9844
B,1106.59,20.6175926992,0.079,CSP9844
B,1112.66,20.7890114473,0.078,CSP9844
B,1119.57,20.7861468673,0.051,CSP9844
V,1065.68,17.841153209,0.014,CSP9844
V,1066.72,17.8597754208,0.013,CSP9844
V,1069.58,17.9401698772,0.015,CSP9844
V,1071.64,18.0033938549,0.016,CSP9844
V,1073.69,18.0686967119,0.017,CSP9844
V,1075.67,18.1680868609,0.017,CSP9844
V,1079.69,18.3747438056,0.017,CSP9844
V,1084.59,18.6378785682,0.023,CSP9844
V,1091.65,19.0691548161,0.025,CSP9844
V,1096.54,19.3893975209,0.047,CSP9844
V,1099.58,19.469221865,0.057,CSP9844
V,1106.59,19.675026972,0.047,CSP9844
V,1112.66,19.7790798355,0.049,CSP9844
V,1119.57,19.9534236152,0.035,CSP9844
