Filter,MJD,Mag,Sigma,Code
i,1197.53,17.8843741765,0.015,CSP9844
i,1199.54,17.4605022404,0.019,CSP9844
i,1206.61,17.3515707542,0.047,CSP9844
i,1207.55,17.3725839751,0.014,CSP9844
i,1213.5,17.6374377395,0.011,CSP9844
i,1218.53,18.1678524197,0.019,CSP9844
i,1224.5,18.1170206892,0.016,CSP9844
i,1227.56,17.9501485171,0.015,CSP9844
i,1235.49,18.0361551789,0.015,CSP9844
i,1239.49,18.3036010039,0.022,CSP9844
i,1245.49,18.6267955093,0.026,CSP9844
i,1259.46,19.299142006,0.047,CSP9844
r,1197.53,17.7250169257,0.009,CSP9844
r,1199.54,17.2345640694,0.011,CSP9844
r,1206.61,16.727441274,0.016,CSP9844
r,1207.55,16.69564796,0.006,CSP9844
r,1213.5,16.891863614,0.006,CSP9844
r,1218.53,17.339843305,0.007,CSP9844
r,1224.5,17.5306345655,0.009,CSP9844
r,1227.56,17.5312015212,0.009,CSP9844
r,1235.49,17.9080324462,0.012,CSP9844
r,1239.49,18.2071015874,0.011,CSP9844
r,1245.49,18.5246008735,0.016,CSP9844
r,1259.46,19.0820230519,0.025,CSP9844
B,1197.53,17.7972142928,0.01,CSP9844
B,1199.54,17.2808527061,0.009,CSP9844
B,1206.61,16.6836838193,0.021,CSP9844
B,1207.55,16.6830593076,0.007,CSP9844
B,1213.5,16.9667373294,0.007,CSP9844
B,1218.53,17.4089438829,0.01,CSP9844
B,1224.5,18.0960178075,0.015,CSP9844
B,1227.56,18.4140579568,0.02,CSP9844
B,1235.49,19.2172083907,0.022,CSP9844
B,1239.49,19.4944384341,0.033,CSP9844
B,1245.49,19.7902786927,0.062,CSP9844
B,1259.46,20.0351729355,0.049,CSP9844
V,1197.53,17.7265498512,0.01,CSP9844
V,1199.54,17.2673839118,0.009,CSP9844
V,1206.61,16.6635386847,0.011,CSP9844
V,1207.55,16.6120843528,0.012,CSP9844
V,1213.5,16.7972259165,0.006,CSP9844
V,1218.53,17.088006932,0.009,CSP9844
V,1224.5,17.4314400955,0.01,CSP9844
V,1227.56,17.5526438745,0.01,CSP9844
V,1235.49,18.1445479452,0.012,CSP9844
V,1239.49,18.4828163126,0.02,CSP9844
V,1245.49,18.7379334294,0.031,CSP9844
V,1259.46,19.2003176994,0.027,CSP9844
