Filter,MJD,Mag,Sigma,Code
i,981.64,18.8885171882,0.018,CSP9844
i,983.53,18.8374228921,0.037,CSP9844
i,986.62,19.084728341,0.036,CSP9844
i,988.55,19.2150661392,0.021,CSP9844
i,991.62,19.177203469,0.025,CSP9844
i,994.54,19.1648951886,0.02,CSP9844
i,998.52,19.2232442227,0.038,CSP9844
i,1001.51,19.3456504199,0.026,CSP9844
i,1003.52,19.5073673769,0.028,CSP9844
i,1007.54,19.8747322498,0.04,CSP9844
i,1008.51,19.9244953747,0.038,CSP9844
i,1013.52,20.2372237111,0.113,CSP9844
i,1014.62,20.0394085033,0.115,CSP9844
i,1018.51,20.4846362271,0.056,CSP9844
r,981.64,18.427037169,0.011,CSP9844
r,983.53,18.4624827274,0.022,CSP9844
r,986.62,18.6247101175,0.022,CSP9844
r,988.55,18.7147127094,0.016,CSP9844
r,991.62,18.8660802806,0.015,CSP9844
r,994.54,19.0026894306,0.013,CSP9844
r,998.52,19.1857472812,0.028,CSP9844
r,1001.51,19.4067149514,0.019,CSP9844
r,1003.52,19.5853627632,0.02,CSP9844
r,1007.54,19.926972184,0.024,CSP9844
r,1008.51,19.9876380955,0.028,CSP9844
r,1013.52,20.4244329953,0.114,CSP9844
r,1014.62,20.2976831884,0.107,CSP9844
r,1018.51,20.490360409,0.041,CSP9844
r,1029.51,20.8789482394,0.049,CSP9844
B,981.64,18.80116028,0.021,CSP9844
B,983.53,18.9540092496,0.056,CSP9844
B,986.62,19.3111629927,0.08,CSP9844
B,988.55,19.591611811,0.04,CSP9844
B,991.62,20.0647015958,0.038,CSP9844
B,994.54,20.3776788864,0.037,CSP9844
B,998.52,20.8323833929,0.102,CSP9844
B,1001.51,21.0651216661,0.061,CSP9844
B,1003.52,21.0956839959,0.106,CSP9844
B,1007.54,21.2947951982,0.083,CSP9844
B,1008.51,21.3241175078,0.115,CSP9844
B,1018.51,21.5604653592,0.098,CSP9844
V,981.64,18.3883864049,0.017,CSP9844
V,983.53,18.4678164145,0.055,CSP9844
V,986.62,18.6466363356,0.038,CSP9844
V,988.55,18.7646084825,0.018,CSP9844
V,991.62,19.0323726155,0.018,CSP9844
V,994.54,19.319723362,0.02,CSP9844
V,998.52,19.5955947035,0.036,CSP9844
V,1001.51,19.8923321856,0.034,CSP9844
V,1003.52,20.0859656072,0.034,CSP9844
V,1007.54,20.3334172241,0.052,CSP9844
V,1008.51,20.1431897993,0.06,CSP9844
V,1018.51,20.6493626269,0.054,CSP9844
