Filter,MJD,Mag,Sigma,Code
i,1551.52,16.8345926681,0.015,CSP9844
i,1552.61,16.8417754084,0.016,CSP9844
i,1558.53,16.8890299513,0.041,CSP9844
i,1560.51,17.2259567816,0.022,CSP9844
i,1562.56,17.3742336359,0.021,CSP9844
i,1564.52,17.3991316512,0.025,CSP9844
i,1566.56,17.7123331323,0.029,CSP9844
i,1568.53,17.8778769422,0.033,CSP9844
i,1569.56,17.8470115409,0.028,CSP9844
i,1570.52,18.0567161028,0.022,CSP9844
i,1572.5,18.1010485296,0.035,CSP9844
i,1573.53,18.2323966794,0.029,CSP9844
i,1575.57,18.3240703793,0.03,CSP9844
i,1576.5,18.4399096315,0.031,CSP9844
i,1595.52,19.14,0.052,CSP9844
i,1599.54,19.407,0.061,CSP9844
i,1628.47,19.749,0.083,CSP9844
r,1551.52,16.7520382923,0.013,CSP9844
r,1552.61,16.7653159892,0.012,CSP9844
r,1558.53,17.0760647181,0.024,CSP9844
r,1560.51,17.2887141639,0.017,CSP9844
r,1562.56,17.6098923237,0.02,CSP9844
r,1564.52,17.5303012272,0.035,CSP9844
r,1566.56,17.9487563695,0.023,CSP9844
r,1568.53,18.1506186888,0.023,CSP9844
r,1569.56,18.4066163972,0.03,CSP9844
r,1570.52,18.2907034639,0.021,CSP9844
r,1572.5,18.3683227209,0.021,CSP9844
r,1573.53,18.4646863822,0.019,CSP9844
r,1575.57,18.5286624683,0.024,CSP9844
r,1576.5,18.6636973014,0.023,CSP9844
B,1551.52,17.9591359147,0.015,CSP9844
B,1552.61,18.020923267,0.015,CSP9844
B,1558.53,19.0495429993,0.03,CSP9844
B,1560.51,19.2649309415,0.036,CSP9844
B,1562.56,19.3780194946,0.04,CSP9844
B,1566.56,19.7911343631,0.04,CSP9844
B,1568.53,19.8772814397,0.045,CSP9844
V,1551.52,16.9448743906,0.013,CSP9844
V,1552.61,16.93015963,0.013,CSP9844
V,1558.53,17.5642537302,0.017,CSP9844
V,1560.51,17.7110555317,0.028,CSP9844
V,1562.56,17.9072943003,0.033,CSP9844
V,1566.56,18.3622355717,0.023,CSP9844
V,1568.53,18.4612884236,0.02,CSP9844
V,1569.56,18.3803286257,0.03,CSP9844
V,1570.52,18.546921889,0.026,CSP9844
V,1573.53,18.6976054522,0.027,CSP9844
V,1575.57,18.738431057,0.044,CSP9844
V,1576.5,18.7003634191,0.05,CSP9844
V,1578.51,18.7890936187,0.042,CSP9844
V,1595.52,19.463,0.047,CSP9844
