Filter,MJD,Mag,Sigma,Code
i,1515.71,17.9993169731,0.048,CSP9844
i,1517.71,18.1238081601,0.06,CSP9844
i,1519.66,18.0809768227,0.015,CSP9844
i,1521.73,18.0248758554,0.015,CSP9844
i,1523.7,18.0821708368,0.015,CSP9844
r,1512.71,18.0478443332,0.012,CSP9844
r,1515.71,18.000703911,0.062,CSP9844
r,1517.71,17.9692480782,0.041,CSP9844
r,1519.66,17.9963822726,0.013,CSP9844
r,1521.73,18.0892819079,0.016,CSP9844
B,1508.74,18.5603482835,0.018,CSP9844
B,1512.71,18.6691899496,0.017,CSP9844
B,1515.71,18.9075936938,0.102,CSP9844
B,1519.66,19.5655447627,0.048,CSP9844
B,1521.73,19.7879635264,0.055,CSP9844
B,1523.7,20.0593329575,0.063,CSP9844
B,1527.66,20.391664858,0.047,CSP9844
B,1532.62,21.0295088399,0.087,CSP9844
V,1508.74,18.3241284211,0.014,CSP9844
V,1512.71,18.1116555431,0.012,CSP9844
V,1515.71,18.1162956446,0.061,CSP9844
V,1517.71,18.2759189569,0.091,CSP9844
V,1519.66,18.230762622,0.018,CSP9844
V,1521.73,18.4754889553,0.019,CSP9844
V,1523.7,18.5950349375,0.02,CSP9844
V,1527.66,18.9362499836,0.02,CSP9844
V,1532.62,19.2962664953,0.025,CSP9844
V,1541.66,19.6678922137,0.047,CSP9844
V,1547.66,19.9095547389,0.099,CSP9844
V,1549.62,19.9584884474,0.071,CSP9844
V,1552.64,20.187,0.046,CSP9844
V,1558.59,20.318,0.04,CSP9844
V,1564.59,20.423,0.043,CSP9844
V,1569.63,20.536,0.092,CSP9844
V,1591.54,20.959,0.068,CSP9844
V,1597.56,21.108,0.104,CSP9844
