Filter,MJD,Mag,Sigma,Code
i,998.83,17.7337955236,0.013,CSP9844
i,1001.87,17.7885390946,0.014,CSP9844
i,1003.89,17.8281947084,0.017,CSP9844
i,1007.84,18.2064048256,0.015,CSP9844
i,1013.78,18.3013980685,0.017,CSP9844
i,1029.77,18.9544936736,0.023,CSP9844
i,1036.78,19.3442515205,0.035,CSP9844
i,1038.82,19.4733835691,0.04,CSP9844
i,1039.81,19.5435192749,0.037,CSP9844
i,1042.7,19.6416063804,0.047,CSP9844
i,1048.74,19.9,0.051,CSP9844
i,1052.73,19.981,0.044,CSP9844
i,1056.69,20.107,0.058,CSP9844
i,1060.73,20.187,0.057,CSP9844
i,1066.79,20.491,0.093,CSP9844
i,1079.73,20.836,0.146,CSP9844
r,998.83,17.5231615871,0.008,CSP9844
r,1001.87,17.4469149446,0.011,CSP9844
r,1003.89,17.456796866,0.009,CSP9844
r,1007.84,17.7202462973,0.011,CSP9844
r,1013.78,18.0296837286,0.014,CSP9844
r,1029.77,19.1383182911,0.017,CSP9844
r,1036.78,19.4736497053,0.024,CSP9844
r,1038.82,19.5819448205,0.03,CSP9844
r,1039.81,19.5536145444,0.022,CSP9844
r,1042.7,19.6980188304,0.036,CSP9844
r,1048.74,19.829,0.048,CSP9844
r,1052.73,19.934,0.034,CSP9844
r,1056.69,20.092,0.048,CSP9844
r,1060.73,20.225,0.04,CSP9844
r,1066.79,20.456,0.057,CSP9844
r,1069.67,20.502,0.066,CSP9844
r,1079.73,21.041,0.114,CSP9844
r,1084.7,21.151,0.091,CSP9844
r,1096.59,21.715,0.193,CSP9844
B,998.83,17.9908922447,0.012,CSP9844
B,1001.87,17.9752241675,0.014,CSP9844
B,1003.89,18.1003025364,0.014,CSP9844
B,1007.84,18.5142072888,0.02,CSP9844
B,1013.78,19.2949022263,0.057,CSP9844
B,1029.77,20.9289342268,0.134,CSP9844
B,1038.82,21.2224080727,0.123,CSP9844
B,1039.81,21.2885999578,0.186,CSP9844
B,1052.73,21.594,0.165,CSP9844
B,1060.73,21.618,0.166,CSP9844
B,1066.79,21.789,0.157,CSP9844
B,1069.67,21.616,0.175,CSP9844
V,998.83,17.6582308936,0.01,CSP9844
V,1001.87,17.5811323949,0.014,CSP9844
V,1003.89,17.5723375281,0.012,CSP9844
V,1007.84,17.7266032936,0.012,CSP9844
V,1013.78,18.1802529875,0.026,CSP9844
V,1029.77,19.5217114869,0.044,CSP9844
V,1036.78,19.802204081,0.041,CSP9844
V,1038.82,19.8264944229,0.045,CSP9844
V,1039.81,19.8340890435,0.052,CSP9844
V,1042.7,19.9884823103,0.08,CSP9844
V,1048.74,20.358,0.087,CSP9844
V,1052.73,20.438,0.07,CSP9844
V,1056.69,20.471,0.063,CSP9844
V,1060.73,20.557,0.062,CSP9844
V,1066.79,20.769,0.085,CSP9844
V,1069.67,20.962,0.116,CSP9844
V,1079.73,21.186,0.145,CSP9844
