Filter,MJD,Mag,Sigma,Code
i,1541.7,18.4160635963,0.044,CSP9844
i,1542.6,18.2685351207,0.017,CSP9844
i,1543.65,18.3411463272,0.018,CSP9844
i,1547.68,18.4784817687,0.027,CSP9844
i,1548.68,18.5434600235,0.024,CSP9844
i,1549.66,18.6769229836,0.023,CSP9844
i,1551.64,18.9945833633,0.045,CSP9844
i,1552.77,18.9859490625,0.026,CSP9844
i,1560.64,19.5112991595,0.041,CSP9844
i,1564.67,19.7394962544,0.041,CSP9844
i,1570.61,20.1129347552,0.073,CSP9844
i,1575.66,20.2255228875,0.085,CSP9844
i,1576.62,20.3057061873,0.079,CSP9844
i,1580.58,20.3855284944,0.071,CSP9844
i,1589.59,20.749,0.115,CSP9844
i,1592.62,20.834,0.121,CSP9844
r,1541.7,18.1445943609,0.014,CSP9844
r,1542.6,18.216241511,0.014,CSP9844
r,1543.65,18.2889645603,0.016,CSP9844
r,1547.68,18.6599760424,0.025,CSP9844
r,1548.68,18.7176529038,0.023,CSP9844
r,1549.66,18.7910677309,0.019,CSP9844
r,1551.64,19.0139395225,0.021,CSP9844
r,1552.77,19.1007193603,0.022,CSP9844
r,1570.61,20.1912858894,0.044,CSP9844
B,1542.6,19.6854230339,0.058,CSP9844
B,1543.65,19.9256934919,0.067,CSP9844
B,1547.68,20.3185402307,0.131,CSP9844
B,1549.66,20.3880164771,0.097,CSP9844
B,1551.64,20.4999303476,0.094,CSP9844
B,1552.77,20.8351765798,0.141,CSP9844
B,1560.64,20.939196212,0.089,CSP9844
B,1564.67,21.1052184737,0.089,CSP9844
B,1568.71,20.952836273,0.107,CSP9844
B,1580.58,21.5087224684,0.187,CSP9844
B,1592.62,21.923,0.143,CSP9844
V,1542.6,18.484734243,0.023,CSP9844
V,1543.65,18.5948682546,0.024,CSP9844
V,1547.68,18.9472470495,0.038,CSP9844
V,1548.68,18.9602925218,0.049,CSP9844
V,1549.66,19.2729578779,0.046,CSP9844
V,1551.64,19.3718900456,0.039,CSP9844
V,1560.64,19.7569762221,0.042,CSP9844
V,1568.71,20.028998629,0.052,CSP9844
V,1570.61,19.9504154163,0.076,CSP9844
V,1576.62,20.2867344462,0.116,CSP9844
