Filter,MJD,Mag,Sigma,Code
i,831.9,15.0104127461,0.007,CSP9844
i,832.92,15.0468578311,0.008,CSP9844
i,833.91,15.0978111989,0.007,CSP9844
i,835.93,15.1685424513,0.012,CSP9844
i,838.88,15.3220865724,0.005,CSP9844
i,841.92,15.649054157,0.007,CSP9844
i,845.88,15.8414628738,0.006,CSP9844
i,846.88,15.8294495888,0.007,CSP9844
i,850.85,15.7027297909,0.005,CSP9844
i,853.92,15.6375792526,0.008,CSP9844
i,858.86,15.7097150404,0.005,CSP9844
i,861.87,15.9774967465,0.005,CSP9844
i,862.84,16.0547555267,0.008,CSP9844
i,866.84,16.3542516072,0.008,CSP9844
i,867.84,16.4089110323,0.009,CSP9844
i,870.85,16.5726659879,0.008,CSP9844
i,871.83,16.6287141914,0.009,CSP9844
i,872.82,16.6803104474,0.01,CSP9844
i,891.79,17.5117092602,0.014,CSP9844
r,831.9,14.5371934817,0.006,CSP9844
r,832.92,14.5207592138,0.006,CSP9844
r,833.91,14.4847689043,0.005,CSP9844
r,838.88,14.5923592764,0.005,CSP9844
r,841.92,14.8542436297,0.005,CSP9844
r,845.88,15.1492000376,0.005,CSP9844
r,846.88,15.1800456657,0.005,CSP9844
r,850.85,15.2704668017,0.005,CSP9844
r,853.92,15.3397209445,0.006,CSP9844
r,858.86,15.6294037695,0.005,CSP9844
r,861.87,15.8923372873,0.005,CSP9844
r,862.84,15.9755683414,0.005,CSP9844
r,866.84,16.2504619278,0.005,CSP9844
r,867.84,16.2964138023,0.007,CSP9844
r,870.85,16.4288759491,0.006,CSP9844
r,871.83,16.4811861908,0.006,CSP9844
r,872.82,16.5206103029,0.008,CSP9844
r,891.79,17.2386411421,0.007,CSP9844
B,831.9,14.4916940638,0.006,CSP9844
B,832.92,14.4622640314,0.006,CSP9844
B,833.91,14.4431100653,0.006,CSP9844
B,835.93,14.5043256024,0.006,CSP9844
B,838.88,14.6762993995,0.006,CSP9844
B,841.92,14.960405908,0.006,CSP9844
B,845.88,15.4570847049,0.006,CSP9844
B,846.88,15.5867627965,0.006,CSP9844
B,850.85,16.1133201058,0.007,CSP9844
B,853.92,16.4637717129,0.008,CSP9844
B,858.86,16.9639597213,0.029,CSP9844
B,861.87,17.1847024822,0.01,CSP9844
B,862.84,17.2432474106,0.01,CSP9844
B,866.84,17.4394772162,0.014,CSP9844
B,867.84,17.4784430959,0.016,CSP9844
B,870.85,17.5673101054,0.018,CSP9844
B,871.83,17.5904948063,0.016,CSP9844
B,872.82,17.6226857029,0.016,CSP9844
B,891.79,17.974765732,0.014,CSP9844
V,831.9,14.5072350093,0.006,CSP9844
V,832.92,14.4697827652,0.006,CSP9844
V,833.91,14.4485711449,0.006,CSP9844
V,835.93,14.4551084333,0.006,CSP9844
V,838.88,14.5306796533,0.006,CSP9844
V,841.92,14.6853189217,0.006,CSP9844
V,845.88,14.9746130737,0.006,CSP9844
V,846.88,15.035950574,0.006,CSP9844
V,850.85,15.3110453838,0.006,CSP9844
V,853.92,15.5097583815,0.006,CSP9844
V,858.86,15.9130806623,0.008,CSP9844
V,861.87,16.1474333971,0.007,CSP9844
V,862.84,16.2330486934,0.007,CSP9844
V,866.84,16.4408104226,0.009,CSP9844
V,867.84,16.4837951411,0.009,CSP9844
V,870.85,16.5997968381,0.009,CSP9844
V,871.83,16.6341666328,0.009,CSP9844
V,872.82,16.6738632762,0.009,CSP9844
V,891.79,17.25117014,0.009,CSP9844
