Filter,MJD,Mag,Sigma,Code
i,1493.63,15.7119037956,0.007,CSP9844
i,1494.59,15.7372118925,0.011,CSP9844
i,1497.59,15.800774462,0.007,CSP9844
i,1499.58,15.9051901389,0.006,CSP9844
i,1508.58,16.1494592871,0.007,CSP9844
i,1512.55,16.1489303052,0.006,CSP9844
i,1515.57,16.331845529,0.012,CSP9844
i,1517.56,16.5367158061,0.007,CSP9844
i,1519.56,16.706008267,0.009,CSP9844
i,1521.55,16.8628400895,0.008,CSP9844
i,1523.52,17.0129088236,0.008,CSP9844
i,1527.51,17.2149942144,0.01,CSP9844
i,1532.52,17.4793930508,0.012,CSP9844
r,1493.63,15.3868091869,0.006,CSP9844
r,1494.59,15.3589450362,0.009,CSP9844
r,1497.59,15.31279268,0.007,CSP9844
r,1499.58,15.3870878943,0.004,CSP9844
r,1508.58,15.9128998159,0.006,CSP9844
r,1512.55,16.1025702511,0.005,CSP9844
r,1515.57,16.3807344891,0.008,CSP9844
r,1519.56,16.7771523608,0.008,CSP9844
r,1521.55,16.9220511583,0.006,CSP9844
r,1523.52,17.0435162391,0.008,CSP9844
r,1527.51,17.2495456181,0.009,CSP9844
r,1532.52,17.4386626569,0.008,CSP9844
B,1493.63,15.5421046186,0.004,CSP9844
B,1494.59,15.512037225,0.007,CSP9844
B,1497.59,15.6270428787,0.004,CSP9844
B,1499.58,15.814001174,0.005,CSP9844
B,1508.58,17.1260405505,0.008,CSP9844
B,1512.55,17.6132076609,0.013,CSP9844
B,1517.56,18.0514340005,0.028,CSP9844
B,1519.56,18.211199861,0.016,CSP9844
B,1521.55,18.3119131534,0.013,CSP9844
B,1527.51,18.5328646462,0.015,CSP9844
V,1493.63,15.4128108419,0.005,CSP9844
V,1494.59,15.3799453861,0.009,CSP9844
V,1497.59,15.3390661429,0.006,CSP9844
V,1499.58,15.3837520087,0.005,CSP9844
V,1508.58,16.0868019624,0.006,CSP9844
V,1512.55,16.4312755792,0.007,CSP9844
V,1517.56,16.9274015352,0.011,CSP9844
V,1519.56,17.0614323287,0.01,CSP9844
V,1521.55,17.1885582177,0.009,CSP9844
V,1523.52,17.2930652164,0.009,CSP9844
V,1527.51,17.4616427917,0.011,CSP9844
V,1532.52,17.6506512431,0.01,CSP9844
