Filter,MJD,Mag,Sigma,Code
i,979.9,16.8964646884,0.006,CSP9844
i,981.81,16.9557411516,0.009,CSP9844
i,986.81,16.788003391,0.008,CSP9844
i,998.8,17.0186673705,0.008,CSP9844
i,1001.84,17.2522790549,0.008,CSP9844
i,1003.82,17.3759919527,0.011,CSP9844
i,1008.8,17.6487766732,0.01,CSP9844
i,1014.71,17.9017823099,0.016,CSP9844
i,1036.73,18.8092701971,0.016,CSP9844
i,1040.71,18.912,0.021,CSP9844
r,979.9,16.0878549983,0.006,CSP9844
r,981.81,16.2128949082,0.007,CSP9844
r,986.81,16.2964853144,0.007,CSP9844
r,998.8,16.931131098,0.006,CSP9844
r,1001.84,17.1415615689,0.009,CSP9844
r,1003.82,17.255397913,0.009,CSP9844
r,1008.8,17.4778392879,0.008,CSP9844
r,1014.71,17.7256766994,0.02,CSP9844
r,1036.73,18.4531947974,0.009,CSP9844
r,1040.71,18.473,0.014,CSP9844
B,979.9,16.184710438,0.006,CSP9844
B,981.81,16.4293778279,0.007,CSP9844
B,986.81,17.0667447265,0.013,CSP9844
B,998.8,18.2694632619,0.015,CSP9844
B,1001.84,18.452753426,0.014,CSP9844
B,1003.82,18.538755507,0.014,CSP9844
B,1008.8,18.6849417217,0.014,CSP9844
B,1014.71,18.7663752511,0.036,CSP9844
B,1036.73,19.1346009298,0.016,CSP9844
B,1040.71,19.233,0.025,CSP9844
V,979.9,15.8586923813,0.005,CSP9844
V,981.81,15.9867141621,0.008,CSP9844
V,986.81,16.2929227344,0.008,CSP9844
V,998.8,17.2343568026,0.008,CSP9844
V,1001.84,17.4137479902,0.009,CSP9844
V,1003.82,17.5034479368,0.01,CSP9844
V,1008.8,17.6856474891,0.011,CSP9844
V,1014.71,17.849715883,0.017,CSP9844
V,1036.73,18.4922525558,0.013,CSP9844
V,1040.71,18.601,0.016,CSP9844
