Filter,MJD,Mag,Sigma,Code
i,1765.61,18.7935706028,0.015,CSP9844
i,1766.56,18.8033893439,0.013,CSP9844
i,1768.55,18.8279232687,0.015,CSP9844
i,1770.51,18.9166052117,0.039,CSP9844
i,1772.57,19.0034031863,0.019,CSP9844
i,1776.58,19.3637929502,0.026,CSP9844
r,1765.61,18.1701670047,0.008,CSP9844
r,1766.56,18.1667254631,0.008,CSP9844
r,1768.55,18.1405791674,0.009,CSP9844
r,1770.51,18.1606206681,0.011,CSP9844
r,1772.57,18.2542249956,0.014,CSP9844
r,1776.58,18.5042823626,0.01,CSP9844
B,1765.61,18.2267711531,0.009,CSP9844
B,1766.56,18.2194387096,0.009,CSP9844
B,1768.55,18.2563200179,0.013,CSP9844
B,1770.51,18.3757550094,0.015,CSP9844
B,1772.57,18.4835820323,0.013,CSP9844
B,1776.58,18.8002979381,0.027,CSP9844
V,1765.61,18.1210375828,0.009,CSP9844
V,1766.56,18.0915869603,0.008,CSP9844
V,1768.55,18.0906207322,0.01,CSP9844
V,1770.51,18.1458789711,0.013,CSP9844
V,1772.57,18.1968873061,0.012,CSP9844
V,1776.58,18.4067849075,0.012,CSP9844
