Filter,MJD,Mag,Sigma,Code
i,858.69,18.2076403673,0.035,CSP9844
i,861.68,18.6653604902,0.018,CSP9844
i,862.65,18.7529370819,0.022,CSP9844
i,866.65,18.8005039495,0.022,CSP9844
i,867.68,18.7840833338,0.028,CSP9844
i,870.71,18.5746931893,0.025,CSP9844
i,871.66,18.5268814095,0.019,CSP9844
i,872.69,18.5083872858,0.017,CSP9844
i,890.61,19.36,0.033,CSP9844
i,891.66,19.424,0.049,CSP9844
r,858.69,17.963481727,0.018,CSP9844
r,861.68,18.2742471583,0.012,CSP9844
r,862.65,18.3578152999,0.013,CSP9844
r,866.65,18.5191869557,0.016,CSP9844
r,867.68,18.5228693449,0.022,CSP9844
r,870.71,18.5832218627,0.021,CSP9844
r,871.66,18.5723499812,0.015,CSP9844
r,872.69,18.5644364705,0.021,CSP9844
r,890.61,19.566,0.026,CSP9844
r,891.66,19.573,0.038,CSP9844
B,858.69,19.3881435574,0.029,CSP9844
B,861.68,19.6572797737,0.024,CSP9844
B,862.65,19.7201050442,0.027,CSP9844
B,866.65,20.0257591169,0.073,CSP9844
B,871.66,20.7564586759,0.129,CSP9844
B,872.69,20.8366194667,0.129,CSP9844
B,890.61,21.729,0.152,CSP9844
V,858.69,18.2757893839,0.019,CSP9844
V,861.68,18.432161481,0.017,CSP9844
V,862.65,18.4928440964,0.017,CSP9844
V,866.65,18.7199567483,0.028,CSP9844
V,867.68,18.8666513227,0.042,CSP9844
V,870.71,18.9169875735,0.045,CSP9844
V,871.66,19.0206482411,0.028,CSP9844
V,872.69,19.0726209846,0.029,CSP9844
