Filter,MJD,Mag,Sigma,Code
i,1580.72,18.8833595762,0.023,CSP9844
i,1582.74,18.9308079799,0.019,CSP9844
i,1583.62,18.9270906609,0.018,CSP9844
i,1587.69,19.2327144266,0.022,CSP9844
i,1589.68,19.4995637064,0.022,CSP9844
i,1591.65,19.6302246558,0.027,CSP9844
i,1597.66,19.6189608929,0.024,CSP9844
i,1606.63,19.3634739336,0.03,CSP9844
i,1618.57,20.0338804277,0.034,CSP9844
i,1624.53,20.349284155,0.052,CSP9844
i,1630.57,20.6447952534,0.108,CSP9844
i,1646.53,21.2733934842,0.107,CSP9844
r,1580.72,18.1844099303,0.012,CSP9844
r,1582.74,18.2035788014,0.01,CSP9844
r,1583.62,18.184736359,0.009,CSP9844
r,1587.69,18.4430019009,0.01,CSP9844
r,1589.68,18.6315513058,0.011,CSP9844
r,1591.65,18.7915688648,0.011,CSP9844
r,1597.66,18.9676223893,0.013,CSP9844
r,1606.63,19.1287964445,0.031,CSP9844
r,1618.57,19.8868268271,0.023,CSP9844
r,1624.53,20.088399675,0.028,CSP9844
r,1630.57,20.3307061929,0.065,CSP9844
r,1646.53,20.8401945242,0.041,CSP9844
r,1650.53,20.9923226663,0.089,CSP9844
r,1651.52,20.9727584508,0.05,CSP9844
B,1580.72,18.0909815667,0.015,CSP9844
B,1582.74,18.1262435565,0.013,CSP9844
B,1583.62,18.1787714604,0.009,CSP9844
B,1587.69,18.4791419983,0.013,CSP9844
B,1589.68,18.6010087033,0.015,CSP9844
B,1591.65,18.7882586961,0.014,CSP9844
B,1597.66,19.4120632951,0.025,CSP9844
B,1606.63,19.9973024828,0.114,CSP9844
B,1618.57,20.991160522,0.099,CSP9844
B,1624.53,21.0812165974,0.066,CSP9844
B,1646.53,21.5099382251,0.064,CSP9844
B,1651.52,21.5757925739,0.072,CSP9844
V,1580.72,18.0609418203,0.015,CSP9844
V,1582.74,18.0672611869,0.01,CSP9844
V,1583.62,18.0943180209,0.009,CSP9844
V,1587.69,18.2254519387,0.012,CSP9844
V,1589.68,18.3529500512,0.011,CSP9844
V,1591.65,18.4887035368,0.012,CSP9844
V,1597.66,18.8262335855,0.015,CSP9844
V,1606.63,19.4171579646,0.049,CSP9844
V,1618.57,20.2058182447,0.047,CSP9844
V,1630.57,20.5849847441,0.108,CSP9844
V,1651.52,20.8873662825,0.058,CSP9844
