Filter,MJD,Mag,Sigma,Code
V,376.65,17.3826414423,0.01,CSP3014
V,377.62,17.2955959672,0.01,CSP3014
V,381.59,17.2035142528,0.013,CSP3014
V,383.63,17.2229594175,0.01,CSP3014
V,385.58,17.2508273706,0.011,CSP3014
V,386.59,17.3289992226,0.013,CSP3014
V,387.62,17.3638280718,0.012,CSP3014
V,389.55,17.4732104176,0.017,CSP3014
V,390.55,17.5276939945,0.017,CSP3014
V,391.62,17.6144941806,0.018,CSP3014
V,394.56,17.7996445206,0.018,CSP3014
V,396.54,17.9132189506,0.015,CSP3014
V,398.58,18.0002037237,0.02,CSP3014
V,399.58,18.0378831946,0.014,CSP3014
V,400.6,18.0615397125,0.017,CSP3014
V,404.61,18.2672670983,0.017,CSP3014
V,406.59,18.4207687875,0.02,CSP3014
V,407.56,18.5138278771,0.021,CSP3014
V,408.57,18.5877566033,0.021,CSP3014
V,409.56,18.6758508933,0.022,CSP3014
V,410.55,18.7288371082,0.018,CSP3014
V,411.57,18.7461839037,0.033,CSP3014
V,412.56,18.8365596434,0.026,CSP3014
V,414.57,18.9272425288,0.026,CSP3014
V,415.57,18.8991804234,0.023,CSP3014
V,416.57,19.0542887549,0.029,CSP3014
V,418.56,19.0964240866,0.027,CSP3014
V,420.57,19.2227534106,0.066,CSP3014
i,376.65,17.2012138848,0.01,CSP9844
i,377.62,17.2268424682,0.011,CSP9844
i,380.59,17.2283486245,0.014,CSP9844
i,381.59,17.2665249495,0.011,CSP9844
i,383.63,17.3097178603,0.013,CSP9844
i,385.58,17.3850576244,0.009,CSP9844
i,386.59,17.4253679293,0.013,CSP9844
i,387.62,17.5177004265,0.012,CSP9844
i,389.55,17.679911994,0.017,CSP9844
i,390.55,17.7275822484,0.012,CSP9844
i,391.62,17.7434215804,0.015,CSP9844
i,396.54,17.6108042134,0.011,CSP9844
i,397.54,17.5792485267,0.01,CSP9844
i,398.58,17.5660138573,0.011,CSP9844
i,399.58,17.5204514367,0.011,CSP9844
i,400.6,17.4870357137,0.012,CSP9844
i,404.61,17.4094855627,0.01,CSP9844
i,406.59,17.4171752678,0.01,CSP9844
i,407.56,17.4820949754,0.011,CSP9844
i,408.57,17.5528406971,0.013,CSP9844
i,409.56,17.6260171194,0.015,CSP9844
i,411.57,17.7584508405,0.014,CSP9844
i,412.56,17.9072821338,0.014,CSP9844
i,413.56,17.8887289177,0.022,CSP9844
i,414.57,18.0050292587,0.015,CSP9844
i,415.57,18.0794802913,0.015,CSP9844
i,416.57,18.1203315448,0.018,CSP9844
i,418.56,18.2087265375,0.02,CSP9844
i,420.57,18.242636563,0.019,CSP9844
i,425.55,18.4945735636,0.03,CSP9844
i,427.56,18.5247420943,0.036,CSP9844
i,429.55,18.6353588091,0.026,CSP9844
i,432.52,18.7602601422,0.021,CSP9844
r,376.65,16.9678124529,0.009,CSP9844
r,377.62,16.9263440989,0.009,CSP9844
r,380.59,16.8325448515,0.009,CSP9844
r,381.59,16.8409474513,0.01,CSP9844
r,383.63,16.8728880065,0.009,CSP9844
r,385.58,16.9271348713,0.008,CSP9844
r,386.59,16.9918198989,0.013,CSP9844
r,387.62,17.0630436094,0.009,CSP9844
r,389.55,17.202418091,0.013,CSP9844
r,390.55,17.2816966328,0.01,CSP9844
r,391.62,17.3292152582,0.01,CSP9844
r,394.56,17.4291166704,0.011,CSP9844
r,397.54,17.4569497857,0.01,CSP9844
r,398.58,17.4559199802,0.011,CSP9844
r,399.58,17.4550299051,0.009,CSP9844
r,400.6,17.4351468678,0.01,CSP9844
r,404.61,17.5678810022,0.01,CSP9844
r,406.59,17.6970289247,0.01,CSP9844
r,407.56,17.7644965956,0.016,CSP9844
r,408.57,17.8492828228,0.013,CSP9844
r,409.56,17.9430590444,0.011,CSP9844
r,410.55,18.0204083524,0.015,CSP9844
r,411.57,18.0608355155,0.013,CSP9844
r,412.56,18.1578617571,0.013,CSP9844
r,413.56,18.2198475069,0.025,CSP9844
r,414.57,18.2522707436,0.015,CSP9844
r,415.57,18.2772151167,0.015,CSP9844
r,416.57,18.3621371118,0.016,CSP9844
r,418.56,18.4512011555,0.013,CSP9844
r,420.57,18.5000848391,0.018,CSP9844
r,425.55,18.7026097932,0.028,CSP9844
r,429.55,18.8224310113,0.018,CSP9844
r,432.52,18.9186931815,0.016,CSP9844
B,376.65,18.3533901149,0.013,CSP9844
B,377.62,18.3273488151,0.013,CSP9844
B,380.59,18.2727327943,0.016,CSP9844
B,381.59,18.3029908845,0.014,CSP9844
B,383.63,18.3745853143,0.016,CSP9844
B,385.58,18.4427628886,0.015,CSP9844
B,386.59,18.5043481619,0.015,CSP9844
B,387.62,18.5560728447,0.022,CSP9844
B,389.55,18.7394428137,0.028,CSP9844
B,390.55,18.8416646179,0.029,CSP9844
B,391.62,18.9001658675,0.036,CSP9844
B,394.56,19.2305865877,0.05,CSP9844
B,396.54,19.5342016583,0.05,CSP9844
B,397.54,19.6142762575,0.048,CSP9844
B,400.6,19.7224177448,0.032,CSP9844
B,404.61,20.1053926027,0.03,CSP9844
B,407.56,20.4221440483,0.116,CSP9844
