SN2004ef 0.031000 340.541750 19.994556
filter B
 255.69 17.970 0.005
 256.65 17.756 0.007
 257.66 17.552 0.008
 258.63 17.416 0.008
 259.63 17.273 0.005
 260.66 17.182 0.006
 261.60 17.113 0.007
 262.57 17.082 0.006
 263.60 17.060 0.009
 264.60 17.054 0.005
 265.65 17.087 0.005
 266.63 17.105 0.005
 267.62 17.149 0.007
 268.64 17.215 0.005
 269.59 17.328 0.009
 270.59 17.381 0.007
 271.60 17.478 0.008
 272.65 17.588 0.008
 273.69 17.722 0.011
 274.64 17.827 0.014
 275.68 17.925 0.016
 276.65 18.105 0.025
 277.60 18.198 0.018
 278.61 18.322 0.016
 279.62 18.497 0.015
 280.61 18.606 0.015
 281.61 18.740 0.011
 287.62 19.351 0.013
 289.63 19.553 0.015
 290.61 19.640 0.022
 291.60 19.705 0.018
 292.60 19.802 0.020
 294.61 19.915 0.020
 295.64 19.939 0.018
 300.60 20.136 0.037
 301.59 20.119 0.071
 302.61 20.228 0.080
 303.60 20.121 0.099
 305.61 20.317 0.076
 309.61 20.461 0.083
 310.60 20.359 0.045
 321.59 20.426 0.030
filter V0
 255.69 17.875 0.006
 256.65 17.644 0.007
 257.66 17.476 0.007
 258.63 17.334 0.006
 259.63 17.209 0.005
 260.66 17.104 0.006
 261.60 17.028 0.006
 262.57 16.994 0.005
 263.60 16.949 0.007
 264.60 16.919 0.007
 265.65 16.910 0.005
 266.63 16.914 0.005
 267.62 16.929 0.007
 268.64 16.952 0.005
 270.59 17.015 0.005
 271.60 17.063 0.006
 272.65 17.125 0.006
 273.69 17.191 0.007
 274.64 17.267 0.008
 275.68 17.319 0.012
 276.65 17.415 0.014
 277.60 17.480 0.012
 278.61 17.551 0.011
 279.62 17.612 0.009
 280.61 17.692 0.008
 281.61 17.767 0.008
 287.62 18.165 0.008
 289.63 18.353 0.009
 290.61 18.429 0.010
 291.60 18.528 0.010
 292.60 18.607 0.011
 294.61 18.743 0.010
 295.64 18.834 0.010
 300.60 19.028 0.016
 301.59 19.111 0.025
 302.61 19.080 0.027
 303.60 19.174 0.035
 305.61 19.182 0.027
 308.61 19.262 0.028
 309.61 19.256 0.027
 310.60 19.315 0.017
 311.61 19.343 0.014
 321.59 19.599 0.020
 329.57 19.761 0.037
filter r
 255.69 17.800 0.005
 256.65 17.588 0.007
 257.66 17.394 0.005
 258.63 17.242 0.005
 259.63 17.115 0.005
 260.66 17.016 0.005
 261.60 16.949 0.007
 262.57 16.900 0.005
 263.60 16.867 0.009
 264.60 16.824 0.006
 265.65 16.802 0.006
 266.63 16.802 0.005
 267.62 16.820 0.007
 268.64 16.836 0.007
 271.60 17.029 0.006
 272.65 17.108 0.007
 273.69 17.178 0.008
 274.64 17.241 0.008
 275.68 17.318 0.012
 276.65 17.345 0.012
 277.60 17.364 0.018
 278.61 17.422 0.011
 279.62 17.446 0.008
 280.61 17.457 0.007
 281.61 17.477 0.008
 282.58 17.498 0.007
 287.62 17.689 0.005
 289.63 17.837 0.006
 290.61 17.936 0.006
 291.60 18.027 0.007
 292.60 18.105 0.006
 294.61 18.259 0.009
 295.64 18.319 0.007
 298.58 18.473 0.008
 300.60 18.535 0.010
 301.59 18.590 0.012
 302.61 18.594 0.013
 303.60 18.643 0.017
 305.61 18.734 0.019
 307.63 18.800 0.020
 308.61 18.842 0.016
 309.61 18.866 0.012
 310.60 18.882 0.010
 311.61 18.922 0.010
 312.56 18.967 0.012
 321.59 19.261 0.010
 329.57 19.535 0.022
filter i
 255.69 18.015 0.009
 256.65 17.760 0.009
 257.66 17.584 0.007
 258.63 17.439 0.008
 259.63 17.356 0.007
 260.66 17.321 0.007
 261.60 17.313 0.009
 262.57 17.334 0.008
 263.60 17.347 0.011
 264.60 17.369 0.008
 265.65 17.363 0.008
 266.63 17.370 0.007
 267.62 17.380 0.011
 268.64 17.428 0.010
 271.60 17.695 0.010
 272.65 17.843 0.012
 273.69 17.912 0.013
 274.64 17.976 0.016
 275.68 18.015 0.019
 276.65 18.041 0.020
 277.60 18.042 0.027
 278.61 18.006 0.017
 279.62 17.966 0.015
 280.61 17.939 0.012
 281.61 17.899 0.011
 282.58 17.881 0.011
 287.62 17.801 0.008
 289.63 17.862 0.008
 290.61 17.950 0.008
 291.60 18.049 0.010
 292.60 18.134 0.010
 294.61 18.327 0.011
 295.64 18.403 0.011
 298.58 18.590 0.011
 300.60 18.701 0.013
 301.59 18.748 0.016
 302.61 18.845 0.016
 303.60 18.830 0.022
 305.61 18.909 0.023
 307.63 19.091 0.035
 308.61 19.101 0.025
 309.61 19.184 0.019
 310.60 19.178 0.020
 311.61 19.209 0.017
 312.56 19.213 0.028
 321.59 19.597 0.025
 329.57 19.900 0.038
