Filter,MJD,Mag,Sigma,Code
V,54385.19281,19.980931323638647,0.036,CSP9844
V,54392.15007,19.326243021147043,0.017,CSP9844
V,54394.16023,19.309457231273452,0.02,CSP9844
V,54395.13177,19.29451493035235,0.032,CSP9844
V,54400.20109,19.711336230818006,0.075,CSP9844
V,54403.12436,19.975886695258694,0.025,CSP9844
V,54409.21365,20.465145913280065,0.043,CSP9844
V,54418.1854,21.076864747800755,0.089,CSP9844
r,54385.19281,20.447388216930207,0.037,CSP9844
r,54392.15007,19.618167769569595,0.015,CSP9844
r,54394.16023,19.553869172929353,0.018,CSP9844
r,54395.13177,19.470714364746364,0.019,CSP9844
r,54400.20109,19.75292495725993,0.052,CSP9844
r,54403.12436,20.06804456621565,0.02,CSP9844
r,54407.27369,20.403482236088045,0.04,CSP9844
r,54409.21365,20.655782306593423,0.023,CSP9844
r,54418.1854,21.322790603524474,0.054,CSP9844
i,54385.19281,20.41006587045141,0.064,CSP9844
i,54392.15007,19.529421409929608,0.019,CSP9844
i,54394.16023,19.46662136582872,0.023,CSP9844
i,54395.13177,19.441762566106483,0.027,CSP9844
i,54400.20109,19.602050681602424,0.044,CSP9844
i,54403.12436,19.832324252062676,0.027,CSP9844
i,54409.21365,20.318334788123828,0.03,CSP9844
i,54418.1854,21.013606978124542,0.082,CSP9844
B,54385.19281,20.53411641103547,0.051,CSP9844
B,54392.15007,20.14842901615915,0.025,CSP9844
B,54394.16023,20.164602420933324,0.038,CSP9844
B,54395.13177,20.17333938624258,0.056,CSP9844
B,54400.20109,21.20163887123789,0.256,CSP9844
B,54403.12436,21.37685797067028,0.067,CSP9844
B,54409.21365,21.975983217503256,0.109,CSP9844
B,54418.1854,22.132333064706003,0.172,CSP9844
