Filter,MJD,Mag,Sigma,Code
V,53858.16757,18.251085577312104,0.019,CSP9844
V,53861.16742,18.414165026678567,0.017,CSP9844
V,53862.13646,18.478080151824532,0.017,CSP9844
V,53866.13741,18.70291972553233,0.029,CSP9844
V,53867.17434,18.837502428661473,0.041,CSP9844
V,53870.19853,18.922755228509534,0.046,CSP9844
V,53871.15281,19.038043287289327,0.029,CSP9844
V,53872.17867,19.0778532280815,0.03,CSP9844
V,53890.1026,20.369917646633958,0.085,CSP9844
r,53858.16757,18.02146664262151,0.019,CSP9844
r,53861.16742,18.302119134826903,0.012,CSP9844
r,53862.13646,18.3729591661655,0.013,CSP9844
r,53866.13741,18.574363986487707,0.016,CSP9844
r,53867.17434,18.59281709661216,0.022,CSP9844
r,53870.19853,18.597876018308583,0.022,CSP9844
r,53871.15281,18.62011815758704,0.016,CSP9844
r,53872.17867,18.62668742189567,0.02,CSP9844
r,53890.1026,19.617542451015773,0.027,CSP9844
i,53858.16757,18.259832909411443,0.028,CSP9844
i,53861.16742,18.61173424674477,0.024,CSP9844
i,53862.13646,18.760297527583866,0.034,CSP9844
i,53866.13741,18.749616292499397,0.027,CSP9844
i,53867.17434,18.577767393922542,0.028,CSP9844
i,53870.19853,18.36450532201909,0.025,CSP9844
i,53871.15281,18.395525941912773,0.019,CSP9844
i,53872.17867,18.344758095597605,0.021,CSP9844
i,53890.1026,19.297668093805427,0.039,CSP9844
B,53858.16757,19.38833450570682,0.029,CSP9844
B,53861.16742,19.670857108500286,0.024,CSP9844
B,53862.13646,19.738882059040314,0.027,CSP9844
B,53866.13741,20.094362634140765,0.074,CSP9844
B,53867.17434,20.335655462318027,0.14,CSP9844
B,53870.19853,20.593643735241415,0.178,CSP9844
B,53871.15281,20.78834755740575,0.128,CSP9844
B,53872.17867,20.82420205149893,0.126,CSP9844
B,53890.1026,21.536447412017612,0.144,CSP9844
